21488452,24149 Meadow Falls Dr,Diamond Bar,CA,91765,487000,4,2,1640,1962,579941,6,6,9
21658721,565 Charmingdale Rd,Diamond Bar,CA,91765,480000,3,2,1529,1964,564149,6,6,9
21672711,2350 S Diamond Bar Blvd UNIT B,Diamond Bar,CA,91765,321000,2,2,970,1980,323927,10,9,9
21487871,581 Pinto Mesa Dr,Diamond Bar,CA,91765,665000,4,3,2056,1967,658728,6,6,9
21484452,3508 S Spring Meadow Ct,Diamond Bar,CA,91765,1120000,5,4,3228,1998,1179416,9,9,9
21674206,21266 Running Branch Rd,Diamond Bar,CA,91765,960000,4,3,2697,1979,906363,9,9,9
21672511,2137 Dublin Ln # 1,Diamond Bar,CA,91765,578000,4,3,2104,1989,608653,10,9,9
21661376,1451 Meadow Glen Rd,Diamond Bar,CA,91765,640000,4,2,1704,1977,726793,10,9,9
21676154,23020 Dry Creek Rd,Diamond Bar,CA,91765,427000,3,2,1274,1962,464576,5,6,6
21673724,21523 Ambushers St,Diamond Bar,CA,91765,899900,4,3,2712,1978,892373,10,9,9
21492280,21402 Broken Arrow Dr,Diamond Bar,CA,91765,600000,4,2,1260,1976,600561,10,9,9
21488359,23812 Palomino Dr,Diamond Bar,CA,91765,530000,4,3,2104,1961,680765,6,6,7
21493387,1621 S Diamond Bar Blvd # 49,Diamond Bar,CA,91765,462000,3,2.5,1413,1985,450580,10,9,9
21662090,23897 Minnequa Dr,Diamond Bar,CA,91765,555000,4,2,1503,1966,520599,7,6,6
21492828,1711 Kiowa Crest Dr,Diamond Bar,CA,91765,550000,3,2,1738,1971,647067,10,9,9
21488836,24467 Deepsprings Dr,Diamond Bar,CA,91765,549000,3,2,1379,1988,536406,9,6,6
21674753,23435 Gold Rush Dr,Diamond Bar,CA,91765,648000,4,3,1881,1974,632972,5,6,6
21675472,22898 Hilton Head Dr UNIT 328,Diamond Bar,CA,91765,264000,2,1,851,1986,259425,5,6,6
21489244,23673 Palomino Dr,Diamond Bar,CA,91765,495000,4,2,1640,1961,538617,6,6,7
21487826,315 Fern Pl,Diamond Bar,CA,91765,520000,3,2,1339,1985,536684,6,6,9
21676108,23013 Mink Dr,Diamond Bar,CA,91765,480000,3,2,1687,1973,541307,5,6,6
21489404,21519 Lost River Dr,Diamond Bar,CA,91765,513000,4,2,1315,1963,571003,10,9,9
21661896,23824 Twin Pines Ln,Diamond Bar,CA,91765,485000,3,2,1272,1964,481736,7,6,6
21489708,21205 Cold Spring Ln,Diamond Bar,CA,91765,526000,3,2,1335,1964,592539,10,9,9
21665434,23533 Sunset Crossing Rd,Diamond Bar,CA,91765,450000,3,2,1272,1964,471635,7,6,6
21660689,1316 S Diamond Bar Blvd UNIT D,Diamond Bar,CA,91765,307000,2,1,820,1973,304534,10,9,9
21675995,22823 Dry Creek Rd,Pomona,CA,91765,540000,5,3,1841,1962,551224,5,6,6
21674720,374 S Prospectors Rd UNIT 127,Diamond Bar,CA,91765,215000,1,2,826,1979,198010,5,6,6
21658836,1439 Stonecrest Pl,Diamond Bar,CA,91765,891000,4,3,2155,1985,800781,10,9,6
21673413,2665 Clear Creek Ln,Diamond Bar,CA,91765,1350000,5,4,4610,1980,2211515,10,9,9
21489353,2241 Evergreen Springs Dr,Diamond Bar,CA,91765,545000,4,2,1315,1963,566629,10,9,9
21662914,940 Golden Springs Dr UNIT A,Diamond Bar,CA,91765,220000,3,3,1438,1983,368336,7,6,6
21659033,1307 Longview Dr,Diamond Bar,CA,91765,768000,4,2.5,1900,1985,721243,10,9,6
21676212,130 Gunsmoke Dr,Diamond Bar,CA,91765,474500,4,2,1386,1969,472810,5,6,6
21674677,356 S Prospectors Rd UNIT 84,Diamond Bar,CA,91765,198000,2,1,884,1979,303917,5,6,6
21661884,319 El Encino Dr,Diamond Bar,CA,91765,599000,4,1.5,1916,1965,574652,7,6,6
21661833,23931 Decorah Rd,Diamond Bar,CA,91765,515000,4,2,1859,1965,594298,7,6,6
21675813,22932 Rio Lobos Rd,Diamond Bar,CA,91765,800000,4,3,2089,1986,718936,10,9,10
21664288,24320 Sylvan Glen Rd UNIT B,Diamond Bar,CA,91765,379000,3,2.5,1400,1988,507452,7,6,6
21673396,23627 Falcons View Dr,Diamond Bar,CA,91765,2150000,6,5,5520,1984,2680552,10,9,9
21673237,2125 Rocky View Rd,Diamond Bar,CA,91765,1510000,5,3,3528,1977,1771845,10,9,9
21660345,908 Leyland Dr,Diamond Bar,CA,91765,780000,4,3,2464,1988,811265,9,6,6
21673481,24042 Falcons View Dr,Diamond Bar,CA,91765,1850000,5,3,3738,1972,1755485,10,9,9
21660306,1108 Pebblewood Dr,Diamond Bar,CA,91765,816000,4,3,2044,1986,849432,9,9,6
21663676,1140 Golden Springs Dr UNIT C,Diamond Bar,CA,91765,335000,2,3,1215,1983,326941,9,6,6
21672991,2920 Malaga Cir UNIT A,Diamond Bar,CA,91765,580000,4,3,2010,1987,593703,10,9,9
21675728,22901 True Grit Pl,Diamond Bar,CA,91765,695500,4,3,2078,1986,710357,10,9,9
21674887,772 Farben Dr,Diamond Bar,CA,91765,570000,5,2.5,2324,1973,643440,5,6,6
21664204,24214 Sylvan Glen Rd UNIT B,Diamond Bar,CA,91765,395000,3,2,1395,1988,400627,7,6,6
21675164,22801 Hilton Head Dr UNIT 19,Diamond Bar,CA,91765,203000,1,1,655,1981,200540,5,6,6
21661756,23810 Cholame Dr,Diamond Bar,CA,91765,529000,3,2,1412,1966,527204,7,6,6
21493479,23078 Aspen Knoll Dr,Diamond Bar,CA,91765,799000,5,1,2447,1972,798853,10,9,9
21658906,1006 Quiet Creek Ln,Diamond Bar,CA,91765,370000,3,2,1103,1973,361277,10,9,6
21674014,20903 Ambushers St,Diamond Bar,CA,91765,555000,4,2,1662,1964,572365,9,9,9
21673662,2819 Crystal Ridge Rd,Diamond Bar,CA,91765,6680000,7,7,10495,2002,6294582,10,9,9
21674331,3639 Hawkwood Rd,Diamond Bar,CA,91765,875000,4,3,2558,1981,859449,9,9,9
21484454,3503 S Spring Meadow Ct,Diamond Bar,CA,91765,1085000,5,4,3228,1998,1127391,9,9,9
21661280,1582 High Bluff Dr,Diamond Bar,CA,91765,679000,3,3,1772,1977,687185,10,9,9
21673286,23600 Ridge Line Rd,Diamond Bar,CA,91765,1530000,4,3,3406,1979,1576866,10,9,9
21487923,24139 Afamado Ln,Diamond Bar,CA,91765,555000,5,3,1843,1965,598193,6,6,9
21659956,1125 Longview Dr,Diamond Bar,CA,91765,858000,4,3,2366,1986,836912,9,9,6
21674757,565 S Diamond Bar Blvd,Diamond Bar,CA,91765,585000,5,3.5,2306,1974,646684,5,6,6
21488342,365 Carpio Dr,Diamond Bar,CA,91765,595000,4,3,1923,1996,643015,6,6,9
21659921,1156 Crestbrook Ct,Diamond Bar,CA,91765,850000,5,3,2535,1987,881122,9,9,6
21660910,1409 Winterwood Ln,Diamond Bar,CA,91765,755000,4,2.5,2252,1974,815527,10,9,10
21659988,1103 Bramford Ct,Diamond Bar,CA,91765,1150000,3,2.5,2411,1986,1066549,9,9,6
21489110,635 Boxcove Pl,Diamond Bar,CA,91765,950000,5,3,3173,1989,907122,9,6,6
21658942,23523 Twin Spring Ln,Diamond Bar,CA,91765,373000,3,2,1103,1974,353146,10,9,6
21660919,1340 Winterwood Ln,Diamond Bar,CA,91765,718100,4,3,1864,1974,700513,10,9,9
21489713,2818 Castle Rock Rd,Diamond Bar,CA,91765,565000,3,2,1300,1962,610311,10,9,9
21494879,22942 Estoril Dr UNIT 4,Diamond Bar,CA,91765,500000,3,3,1685,1987,542205,10,9,9
21662825,510 Golden Springs Dr UNIT B,Diamond Bar,CA,91765,360000,3,3,1438,1982,372654,7,6,6
21673856,3346 Falcon Ridge Rd,Diamond Bar,CA,91765,890000,3,3,2796,1978,1005653,10,9,9
21660996,23631 Country View Dr,Diamond Bar,CA,91765,750000,4,3,2252,1975,815490,10,9,9
21493122,1729 Fern Hollow Dr,Diamond Bar,CA,91765,580000,3,2,1260,1977,605234,10,9,9
21493354,1535 S Diamond Bar Blvd,Diamond Bar,CA,91765,472000,3,3.5,1481,1981,656195,10,9,9
21673280,23728 Ridge Line Rd,Diamond Bar,CA,91765,1650000,4,3,3827,1977,1710528,10,9,9
21665534,23941 Sapphire Canyon Rd,Diamond Bar,CA,91765,550000,4,2,1888,1968,545208,7,6,6
21492419,21525 Pathfinder Rd,Diamond Bar,CA,91765,550000,4,2,1712,1963,619813,10,9,9
21675954,653 Big Falls Dr,Diamond Bar,CA,91765,505000,4,2,1610,1964,513204,5,6,6
21494592,22900 Colombard Ln UNIT 2,Diamond Bar,CA,91765,488000,2,3,1468,1988,532835,10,9,9
21493873,22552 Lark Spring Ter,Diamond Bar,CA,91765,750000,4,3,2221,1967,765357,10,9,9
21494612,1205 Porto Grande UNIT 2,Diamond Bar,CA,91765,488000,3,3,1485,1983,478697,10,9,9
21661326,23302 Quail Summit Dr,Diamond Bar,CA,91765,742000,4,3,2252,1975,793903,10,9,9
21675527,22729 Lakeway Dr UNIT 384,Diamond Bar,CA,91765,260000,2,2,788,1986,278633,5,6,6
21488771,537 Armitos Pl,Diamond Bar,CA,91765,545000,3,2,1450,1987,546617,9,6,6
21494565,22908 Colombard Ln UNIT 4,Diamond Bar,CA,91765,480000,3,3,1468,1988,476722,10,9,9
21660329,902 Sunnyhill Pl,Diamond Bar,CA,91765,669091,5,3,2355,1988,801644,9,6,6
21658696,491 Charmingdale Rd,Diamond Bar,CA,91765,530000,4,3,1657,1964,562710,6,6,9
21674713,388 S Prospectors Rd UNIT 120,Diamond Bar,CA,91765,175000,1,1,884,1979,206003,5,6,6
21660018,24332 Brookwood Dr,Diamond Bar,CA,91765,825000,4,3,2155,1986,790923,9,9,6
55198554,621 Crestview Dr,Diamond Bar,CA,91765,1300000,3,4,3297,2001,1178092,9,6,6
82870208,933 Terrace Ln W UNIT 6,Diamond Bar,CA,91765,648000,2,3,1619,2008,696262,10,9,9
21488786,24423 Rockbury Dr,Diamond Bar,CA,91765,560000,3,2,1433,1987,541498,9,6,6
21492945,1771 Morning Canyon Rd,Diamond Bar,CA,91765,680000,4,3,2050,1978,783989,10,9,9
2102787452,597 Fairview Ave,Arcadia,CA,91007,495000,2,2,1388,1964,569495,9,10,9
50877611,719 Fairview Ave # A,Arcadia,CA,91007,958000,3,3,2072,1999,901981,10,10,9
20895291,240 W Lemon Ave,Arcadia,CA,91007,2000000,3,3,2531,1940,2187623,10,10,9
20729666,1161 W Duarte Rd UNIT 9,Arcadia,CA,91007,415000,1,2,1304,1972,490430,10,9,10
20896174,86 W Longden Ave,Arcadia,CA,91007,4650000,6,6.5,8525,2014,5567471,10,10,9
20889526,843 Murietta Dr,Arcadia,CA,91007,800000,3,2,1872,1939,1634446,10,10,9
20890353,601 Cortez Rd,Arcadia,CA,91007,1598000,3,2,2398,1949,1596419,10,10,9
20731926,1231 S Golden West Ave UNIT 18,Arcadia,CA,91007,483000,2,2.5,1200,1974,484003,9,10,10
20729682,1161 W Duarte Rd UNIT 25,Arcadia,CA,91007,480000,3,2,1313,1972,667411,10,9,10
20732698,720 Callita St,Arcadia,CA,91007,780000,3,2,1366,1954,712512,9,10,10
20888635,441 Cambridge Dr,Arcadia,CA,91007,3280000,2,2,1992,1952,1531345,10,10,9
20894595,350 W Le Roy Ave,Arcadia,CA,91007,5051000,6,7.5,9025,2014,5596932,9,10,9
20732780,749 W Camino Real Ave UNIT E,Arcadia,CA,91007,518000,3,3,1478,1989,530010,9,10,10
20889578,614 N Old Ranch Rd,Arcadia,CA,91007,1710000,4,2,3250,1951,2283844,10,10,9
20890656,573 Fairview Ave,Arcadia,CA,91007,599000,3,3,1842,1964,669986,9,10,9
20889872,530 Drake Rd,Arcadia,CA,91007,1075000,2,2,1398,1940,1080958,10,10,9
20890809,447 W Duarte Rd UNIT 1,Arcadia,CA,91007,500000,3,3,1404,1973,500693,9,10,9
20732256,9632 E Lemon Ave,Arcadia,CA,91007,1300000,2,2,1626,1939,917618,9,10,10
20894255,731 Fairview Ave APT 8,Arcadia,CA,91007,530000,2,2,1286,1976,495662,10,10,9
20890003,861 Balboa Dr,Arcadia,CA,91007,1160000,3,1.5,1487,1940,998521,10,10,9
20896445,55 W Arthur Ave,Arcadia,CA,91007,1095000,4,2.5,1900,1962,1369442,10,10,9
20895366,348 W Las Flores Ave,Arcadia,CA,91007,2758000,3,3,2440,1942,2343973,10,10,9
20895165,610 Estrella Ave,Arcadia,CA,91007,1750000,4,3,3357,1983,2208465,10,10,9
20893978,844 Sunset Blvd,Arcadia,CA,91007,620000,2,1,997,1947,565139,10,10,9
20893978,844 Sunset Blvd,Arcadia,CA,91007,620000,2,1,997,1947,565139,10,10,9
20888783,305 Santa Cruz Rd,Arcadia,CA,91007,2000000,5,4,3813,1998,1999619,9,10,9
20732597,6522 N Golden West Ave,Arcadia,CA,91007,650000,2,1,834,1951,618834,9,10,10
20889110,1100 Monte Verde Dr,Arcadia,CA,91007,2858000,4,5,4272,2015,2207727,10,10,9
20890211,881 W Huntington Dr APT A,Arcadia,CA,91007,550000,3,2.5,1707,1981,621342,10,10,9
20895836,320 W Palm Dr,Arcadia,CA,91007,2250000,5,3,3243,1949,2331712,10,10,9
20895452,2119 Holly Ave,Arcadia,CA,91007,1188000,2,2,1509,1938,1148296,10,10,9
20888572,476 Cambridge Dr,Arcadia,CA,91007,1400000,3,1.75,2207,1950,1417961,10,10,9
20732663,6628 N Golden West Ave,Arcadia,CA,91007,520000,3,1,1071,1908,621103,9,10,10
20890942,436 Fairview Ave APT 6,Arcadia,CA,91007,505000,2,2,1310,1974,501216,9,10,9
20732257,9606 E Lemon Ave,Arcadia,CA,91007,650000,2,1,1474,1951,754630,9,10,10
20888607,245 Renoak Way,Arcadia,CA,91007,780000,3,3,2192,1953,1266946,9,10,9
20891176,338 Fairview Ave,Arcadia,CA,91007,5180000,1,9,8600,2015,5766489,9,10,9
20895501,385 Walnut Ave,Arcadia,CA,91007,1290000,3,3,2427,1942,1835034,10,10,9
20895633,2235 Holly Ave,Arcadia,CA,91007,1145000,3,2,1823,1972,1046672,10,10,9
20890986,460 Fairview Ave APT 3,Arcadia,CA,91007,535000,3,3,1508,1979,541085,9,10,9
20894894,311 W Lemon Ave,Arcadia,CA,91007,2460000,2,1,1765,1937,2098420,10,10,9
20891222,401 Fairview Ave APT B,Arcadia,CA,91007,790000,3,3,2036,1997,796944,9,10,9
20889134,1135 Paloma Dr,Arcadia,CA,91007,1980000,6,5.5,3798,1950,2127445,10,10,9
20729650,1130 Arcadia Ave UNIT C,Arcadia,CA,91007,538000,2,1.5,1390,1971,502495,10,9,10
20895105,404 W Lemon Ave,Arcadia,CA,91007,908000,4,2,1574,1954,1103526,10,10,9
20732682,745 Callita St,Arcadia,CA,91007,795000,3,3,1495,1955,752678,9,10,10
20729648,1130 Arcadia Ave UNIT A,Arcadia,CA,91007,525000,2,2.5,1391,1971,515589,10,9,10
20895522,252 W Longden Ave,Arcadia,CA,91007,3100000,5,5,5508,1996,3692777,10,10,9
20893219,75 W Le Roy Ave,Arcadia,CA,91007,1200000,4,2.5,2551,1942,1503783,9,10,9
20893414,128 W Pamela Rd,Arcadia,CA,91007,1865000,4,4,3232,2001,1953634,10,10,9
20890671,530 Fairview Ave APT 8,Arcadia,CA,91007,450000,2,1.5,1256,1971,438952,9,10,9
20729932,1155 Arcadia Ave UNIT 4,Arcadia,CA,91007,623000,3,3,1599,1979,575055,10,9,10
20890579,588 W Huntington Dr UNIT B,Arcadia,CA,91007,510000,2,3,1382,1974,547988,9,10,9
20893221,65 W Le Roy Ave,Arcadia,CA,91007,2308000,4,4.5,3750,2015,2001551,9,10,9
20890854,407 W Duarte Rd UNIT 4,Arcadia,CA,91007,599990,3,3,1819,1974,600903,9,10,9
20893523,75 W Winnie Way,Arcadia,CA,91007,1300000,4,3,2170,1959,1528218,10,10,9
20888729,225 Santa Rosa Rd,Arcadia,CA,91007,1088000,3,3,2287,1950,1449096,9,10,9
20889097,1123 Monte Verde Dr,Arcadia,CA,91007,1340000,3,2,1778,1952,1272300,10,10,9
20890581,588 W Huntington Dr UNIT D,Arcadia,CA,91007,440000,2,3,1208,1974,489103,9,10,9
20890347,1025 W Huntington Dr UNIT J,Arcadia,CA,91007,219000,2,3,1341,1968,953969,10,10,9
20888761,315 Santa Cruz Rd,Arcadia,CA,91007,1000000,4,2,1585,1947,1069158,9,10,9
20894618,251 W Le Roy Ave,Arcadia,CA,91007,2450000,4,3.5,2864,1938,2359687,9,10,9
20895478,301 Walnut Ave,Arcadia,CA,91007,5100000,6,6.5,10100,2015,6443594,10,10,9
20895889,229 W Woodruff Ave,Arcadia,CA,91007,1700000,3,3,2714,1948,1913446,10,10,9
20890421,630 W Huntington Dr UNIT 212,Arcadia,CA,91007,538500,3,2,1703,1967,595544,9,10,9
20888948,118 San Miguel Dr,Arcadia,CA,91007,1300000,7,6,2744,1948,2094521,9,10,9
20732646,6640 N Golden West Ave,Arcadia,CA,91007,690000,3,1,899,1950,562021,9,10,10
20894695,1608 Melanie Ln,Arcadia,CA,91007,1298000,3,2,1996,1967,1221045,10,10,9
20893315,82 W Le Roy Ave,Arcadia,CA,91007,1880000,5,5,3639,2000,1880016,9,10,9
63092398,243 W Magna Vista Ave,Arcadia,CA,91007,3360000,5,7,7008,2004,4071072,9,10,9
20894256,731 Fairview Ave APT 9,Arcadia,CA,91007,515000,2,1.5,1291,1976,499065,10,10,9
20889018,512 Santa Rosa Rd,Arcadia,CA,91007,960000,3,2,1431,1951,972018,9,10,9
20731864,1022 W Duarte Rd UNIT 17,Arcadia,CA,91007,398000,2,1,1120,1971,463531,9,10,10
20888827,312 Santa Cruz Rd,Arcadia,CA,91007,2499000,4,4.5,4108,2014,2175053,9,10,9
20895490,350 W Longden Ave,Arcadia,CA,91007,5000000,6,9,8438,2014,5785076,10,10,9
20893707,1006 Arcadia Ave UNIT G,Arcadia,CA,91007,600100,2,2,1680,1980,622310,10,9,10
20894831,210 W Camino Real Ave,Arcadia,CA,91007,1945000,4,2.5,2448,1938,2026074,10,10,9
54668736,886 S Golden West Ave,Arcadia,CA,91007,830000,3,2.5,1998,1999,784129,10,10,9
20891012,447 Fairview Ave APT 1,Arcadia,CA,91007,658000,3,3,1838,1974,654882,9,10,9
20889915,948 Kingsley Dr,Arcadia,CA,91007,1329000,2,2,1839,1948,1280316,10,10,9
20732116,6515 N Golden West Ave,Arcadia,CA,91007,635000,3,2,1191,1951,668813,9,10,10
20895397,2110 S Baldwin Ave,Arcadia,CA,91007,1150000,5,6,6700,1926,3749025,10,10,9
20894641,265 W Magna Vista Ave,Arcadia,CA,91007,1355000,3,2.5,1807,1959,1229768,9,10,9
20895447,485 Walnut Ave,Arcadia,CA,91007,5900000,7,8.5,11280,2014,7888102,10,10,9
20891033,435 Fairview Ave APT 1,Arcadia,CA,91007,639000,3,3,1838,1974,641179,9,10,9
79798804,1128 W Duarte Rd UNIT E,Arcadia,CA,91007,418500,2,1.75,1260,2006,512051,9,10,10
20891007,826 La Cadena Ave UNIT G,Arcadia,CA,91007,459000,2,2,1371,1965,710563,9,10,9
20890126,855 Kingsley Dr,Arcadia,CA,91007,1200000,3,2,1942,1947,1259373,10,10,9
20889137,1115 Paloma Dr,Arcadia,CA,91007,3080000,4,5,4600,2014,2361322,10,10,9
20895992,145 W Las Flores Ave,Arcadia,CA,91007,3688000,6,6.5,7220,2002,3952966,10,10,9
20888579,428 Cambridge Dr,Arcadia,CA,91007,3140000,5,5.5,4848,2014,2556144,10,10,9
20895733,2430 Florence Ave,Arcadia,CA,91007,1170000,3,2,1579,1931,1184500,10,10,9
20731858,1022 W Duarte Rd UNIT 11,Arcadia,CA,91007,508000,3,2,1316,1971,491771,9,10,10
20894969,537 Sharon Rd,Arcadia,CA,91007,2989000,4,5,4801,2014,2300790,10,10,9
21535654,5045 N Burnaby Dr,Covina,CA,91724,315000,4,2,1523,1979,457279,6,5,7
21537490,5103 N Nearglen Ave,Covina,CA,91724,450000,3,2,1536,1956,496427,7,5,7
21535185,2010 E Cienega Ave APT C,Covina,CA,91724,300000,2,2,1051,1984,272046,6,5,7
21535872,1936 E Covina Blvd,Covina,CA,91724,240000,2,2,978,1985,247879,7,5,7
21537317,5055 N Jenifer Ave,Covina,CA,91724,553000,4,2,1858,1956,533606,7,5,7
21535430,1152 N Sunflower Ave,Covina,CA,91724,315000,2,1.5,1253,1983,405977,6,5,7
21555251,3331 N Rancho La Carlota Rd,Covina,CA,91724,890000,5,3.5,4000,1956,1349636,6,6,7
21537797,1055 N Glendora Ave,Covina,CA,91724,315000,2,2.5,1212,1984,393131,7,5,7
21555654,2159 E Rancho Culebra Dr,Covina,CA,91724,750000,4,3,2701,1969,760776,5,5,7
